BIN,Address,Borough,Management Company,Owner Name,Loss of Service % (30d),Recent Complaints (30d),AI Headline
2000537,444 EAST 149 STREET,Bronx,444 EAST 149 STREET LLC,444 EAST 149 STREET LLC,0.00%,0,Executive Summary: Elevator Status and Recommendations for 444 EAST 149 STREET
2127575,1500 HOE AVENUE,Bronx,UNION GROVE II HOUSING DEVELOPMENT FUND  CORP.,UNION GROVE II HOUSING DEVELOPMENT FUND  CORP.,0.00%,0,Elevator Operations at 1500 HOE AVENUE: Active Non-Compliance and Urgent Functionality Concerns
2006566,730 BRYANT AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Urgent Action Required: Critical Elevator Outage at 730 Bryant Avenue
2097027,410 WESTCHESTER AVENUE,Bronx,149TH ST RLTY ASSOC.,149TH ST RLTY ASSOC.,0.00%,0,Elevator Outage at 410 WESTCHESTER AVENUE Requires Immediate Attention and Proactive Monitoring
2118469,1314 FRANKLIN AVENUE,Bronx,UNAVAILABLE OWNER,UNAVAILABLE OWNER,0.00%,0,Elevator Issue at 1314 Franklin Avenue Resolved; Proactive Monitoring Recommended
2006373,887 BRYANT AVENUE,Bronx,HUNTS POINT RESIDENCES HOUSING DEVELOPME NT,HUNTS POINT RESIDENCES HOUSING DEVELOPME NT,0.00%,0,Urgent Elevator Outage at 887 Bryant Avenue Requires Immediate Intervention
2005843,826 SOUTHERN BOULEVARD,Bronx,RC CH ST ATHANASIUS,RC CH ST ATHANASIUS,0.00%,0,Elevator Service Disruption at 826 SOUTHERN BOULEVARD Requires Immediate Attention
2000853,379 EAST 148 STREET,Bronx,ELIDEX REALTY OWNER LLC,ELIDEX REALTY OWNER LLC,0.00%,0,Proactive Monitoring Recommended for Consistent Elevator Service at 379 East 148 Street
2004526,597 EAST 166 STREET,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Elevator Status Assessment for 597 EAST 166 STREET: Moderate Risk with Proactive Monitoring Advised
2010592,1564 SOUTHERN BOULEVARD,Bronx,1564 SOUTHERN BOULEVARD LLC,1564 SOUTHERN BOULEVARD LLC,0.00%,0,Urgent Elevator Service Report for Building 1564 SOUTHERN BOULEVARD: Critical Infrastructure Failure Detected
2005940,1012 GARRISON AVENUE,Bronx,HUNTS POINT RESIDENCES HOUSING DEVELOPME NT,HUNTS POINT RESIDENCES HOUSING DEVELOPME NT,0.00%,0,Critical Elevator Malfunctions Persist at 1012 Garrison Avenue Requiring Immediate Intervention
2001153,701 ST ANN'S AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Building 701 ST ANN'S AVENUE: Moderate Elevator Risk with Unorganized Tenant Frustration
2001666,395 EAST 151 STREET,Bronx,395 EAST 151 ST. CORP.,395 EAST 151 ST. CORP.,0.00%,0,Elevator Service at 395 East 151 Street: High Risk Due to Recurring Failures and Tenant Frustration
2116861,601 EAST 163 STREET,Bronx,"HP MAPLE MESA HOUSING DEVELOPMENT FUND C OMPANY, IN","HP MAPLE MESA HOUSING DEVELOPMENT FUND C OMPANY, IN",0.00%,0,Executive Summary: Elevator Status and Advocacy for 601 EAST 163 STREET
2006548,1290 LAFAYETTE AVENUE,Bronx,1290 LAFAYETTE AVE.HOUSING DVLP FUND COR P.,1290 LAFAYETTE AVE.HOUSING DVLP FUND COR P.,0.00%,0,Proactive Strategy for Elevator Maintenance and Monitoring at 1290 Lafayette Avenue Recommended
2005372,915 WESTCHESTER AVENUE,Bronx,"PROMESA FOUNDATION,INC.","PROMESA FOUNDATION,INC.",0.28%,1,Urgent Monitoring and Action Required for Elevator Outage at 915 Westchester Avenue
2004357,840 ST ANNS AVENUE,Bronx,824-842 ST. ANNS LLC,824-842 ST. ANNS LLC,0.00%,0,"Executive Summary: Elevator Status at 840 St Anns Avenue - Moderate Risk Identified, Proactive Monitoring Recommended"
2092013,896 FOX STREET,Bronx,PRC SIMPSON STREET LLC,PRC SIMPSON STREET LLC,0.00%,0,Urgent Intervention Required for Persistent Elevator Malfunctions at 896 FOX STREET
2006549,760 HUNTS POINT AVENUE,Bronx,"PLOVER HOUSING DEVELOPMENT FUND COMPANY,  INC.","PLOVER HOUSING DEVELOPMENT FUND COMPANY,  INC.",0.00%,0,Emerging Elevator Concerns at 760 Hunts Point Avenue Require Proactive Intervention
2005733,787 SOUTHERN BOULEVARD,Bronx,EAST BRONX DEVELOPMEN,EAST BRONX DEVELOPMEN,0.00%,0,Urgent Elevator Outage Reported at 787 SOUTHERN BOULEVARD Amidst Tenant Frustration
2010610,1695 HOE AVENUE,Bronx,"CROTONA VI HOUSING DEVELOPMENT FUND COMP ANY, INC.","CROTONA VI HOUSING DEVELOPMENT FUND COMP ANY, INC.",0.00%,0,Elevator Status Report: Current Service Interruption at 1695 HOE AVENUE Requires Immediate Attention
2010683,1762 BOSTON ROAD,Bronx,MBD COMMUNITY HSNG CORP,MBD COMMUNITY HSNG CORP,0.00%,0,"Elevator Status Review: 1762 Boston Road - Nominal Risk, Proactive Monitoring Advised"
2130917,1760 BOONE AVENUE,Bronx,1760 BOONE AVENUE PROPERTIES LLC,1760 BOONE AVENUE PROPERTIES LLC,0.28%,1,Persistent Elevator Outage at 1760 Boone Avenue Requires Urgent Intervention
2001182,3000 3 AVENUE,Bronx,"RELATED RETAIL HUB, LLC","RELATED RETAIL HUB, LLC",0.00%,0,Elevator Service Discrepancy at 3000 3 Avenue: Low Formal Incidents Versus High Community Frustration
2005730,788 FOX STREET,Bronx,788 FOX STREET HOUSING DEVELOPMENT FUND  CORPORATIO,788 FOX STREET HOUSING DEVELOPMENT FUND  CORPORATIO,0.00%,0,Executive Summary: Elevator Status and Proactive Maintenance for 788 Fox Street
2124476,854 JACKSON AVENUE,Bronx,JEMP OWNERS LLC,JEMP OWNERS LLC,0.00%,0,Critical Elevator Service Disruption at 854 Jackson Avenue Requires Immediate Intervention
2001159,2886 3 AVENUE,Bronx,SHAVIC THIRD AVE LLC,SHAVIC THIRD AVE LLC,0.00%,0,Elevator Operational Alert for 2886 3 Avenue: Urgent Outage and Past Significant Failure Noted
2010680,1671 VYSE AVENUE,Bronx,MONTEREY HOUSING DEVELOPMENT FUND CORPOR ATION,MONTEREY HOUSING DEVELOPMENT FUND CORPOR ATION,0.00%,0,Proactive Elevator Monitoring and Maintenance Inquiry at 1671 Vyse Avenue
2004748,1262 BOSTON ROAD,Bronx,1262 BOSTON ROAD RALTY CORP.,1262 BOSTON ROAD RALTY CORP.,0.00%,0,Elevator Status Review for 1262 BOSTON ROAD: Proactive Monitoring Recommended Amidst Limited Historical Data
2023336,1007 EVERGREEN AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Executive Summary: Elevated Risk Due to Persistent Elevator Malfunctions at 1007 EVERGREEN AVENUE
2128041,748 JACKSON AVENUE,Bronx,JEMP OWNERS LLC,JEMP OWNERS LLC,0.00%,0,Executive Summary: Proactive Monitoring for Elevator Service at 748 Jackson Avenue Following Recent Outage
2120263,866 EAST 165 STREET,Bronx,"TWIN PINES, LLC","TWIN PINES, LLC",0.00%,0,Initial Review Identifies Minor Elevator Downtime Concerns at 866 EAST 165 STREET Amidst Otherwise Clear History
2098685,880 GARRISON AVENUE,Bronx,"BBZZ EQUITIES, INC.","BBZZ EQUITIES, INC.",0.00%,0,Elevator Service Disruption at 880 Garrison Avenue Requires Immediate Action and Proactive Monitoring
2098617,2962 3 AVENUE,Bronx,THIRD AVENUE EMERALD LLC,THIRD AVENUE EMERALD LLC,0.00%,0,Critical Elevator Outage and Urgent Complaint at 2962 3 AVENUE Requires Immediate Attention
2000856,370 EAST 150 STREET,Bronx,NEW YORK TELEPHONE CO,NEW YORK TELEPHONE CO,0.00%,0,Executive Summary: Persistent Elevator Service Issues at 370 East 150 Street Demand Immediate Intervention
2117147,681 ELTON AVENUE,Bronx,AMG ELTON LLC,AMG ELTON LLC,0.00%,0,"Elevator at 681 Elton Avenue Experiencing Critical Service Interruption, Requiring Immediate Action"
2129745,921 EAGLE AVENUE,Bronx,921 EAGLE LLC,921 EAGLE LLC,0.00%,0,Elevator Outage at 921 Eagle Avenue Causes Immediate Tenant Frustration and Prompts Proactive Review
2115863,853 LONGWOOD AVENUE,Bronx,KIM CHANG HYUN,KIM CHANG HYUN,0.00%,0,Executive Summary: Elevator Reliability at 853 LONGWOOD AVENUE Requires Urgent Monitoring
2001671,640 COURTLANDT AVENUE,Bronx,COURTLANDT REALTY LLC,COURTLANDT REALTY LLC,0.00%,0,"Elevator Status Report: Building 640 COURTLANDT AVENUE - Low Historical Incidence, Proactive Monitoring Recommended"
2004303,610 EAST 169 STREET,Bronx,NEW YORK PUBLIC LIBRARY,NEW YORK PUBLIC LIBRARY,0.00%,0,Urgent Elevator Breakdown at 610 EAST 169 STREET Requires Immediate Action and Proactive Maintenance
2129139,451 EAST 159 STREET,Bronx,"HP PARK AND ELTON APARTMENTS HDFC, INC.","HP PARK AND ELTON APARTMENTS HDFC, INC.",0.00%,0,Executive Summary: Elevator Performance and Advocacy for 451 EAST 159 STREET
2010451,1304 REV JAMES POLITE AVENUE,Bronx,1304 POLITE REATLY    .,1304 POLITE REATLY    .,0.00%,0,Elevator System at 1304 Rev James Polite Avenue: Urgent Single Report of Critical Failure Requires Immediate Attention
2006328,901 FAILE STREET,Bronx,"SEGURA, ELLEN","SEGURA, ELLEN",0.00%,0,Elevator Status for 901 FAILE STREET: Emerging Concerns Warrant Proactive Intervention
2004807,900 TINTON AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Executive Summary: Elevator Safety and Tenant Engagement at 900 Tinton Avenue
2004869,1170 TINTON AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Executive Summary: Elevator Status and Proactive Maintenance for 1170 TINTON AVENUE
2004868,800 HOME STREET,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Executive Summary: Critical Elevator Outage at 800 HOME STREET
2090351,936 INTERVALE AVENUE,Bronx,"ZAM 936, LLC","ZAM 936, LLC",0.00%,0,Elevator Service Status Update and Proactive Maintenance Recommendation for 936 INTERVALE AVENUE
2130370,571 EAST 167 STREET,Bronx,FULTON FRANKLIN HOUSING DEVELOPMENT FUND CORP.,FULTON FRANKLIN HOUSING DEVELOPMENT FUND CORP.,0.00%,0,Executive Summary: Elevator Status and Advocacy for 571 EAST 167 STREET
2004262,1144 FRANKLIN AVENUE,Bronx,"CLAREMONT HOMES, LLC","CLAREMONT HOMES, LLC",0.00%,0,Proactive Monitoring for Elevator Reliability at 1144 Franklin Avenue
2005007,863 PROSPECT AVENUE,Bronx,824-834 E 161ST HSNGETC,824-834 E 161ST HSNGETC,0.00%,0,Executive Summary: Critical Elevator Outage at 863 Prospect Avenue Requires Urgent Intervention
2005168,746 PROSPECT AVENUE,Bronx,NYC DEPARTMENT OF EDUCATION,NYC DEPARTMENT OF EDUCATION,0.00%,0,Executive Summary: Ensuring Reliable Elevator Service at 746 Prospect Avenue
2010220,810 EAST 170 STREET,Bronx,CYH 810 LLC,CYH 810 LLC,0.00%,0,Executive Summary: Elevator Reliability Assessment for 810 EAST 170 STREET
2010185,1368 BOSTON ROAD,Bronx,BOSTON POST ROAD HOUSING DEV. FUND CORPO RATION/NOM,BOSTON POST ROAD HOUSING DEV. FUND CORPO RATION/NOM,0.00%,0,Executive Summary: Building 1368 BOSTON ROAD Elevator Status - Proactive Monitoring Recommended Amidst Nominal Risk
2006374,1315 SENECA AVENUE,Bronx,SENECA 18 ASSETS LLC,SENECA 18 ASSETS LLC,0.00%,0,Executive Summary: Elevator Outage and Maintenance Requirements at 1315 Seneca Avenue
2005541,763 FOX STREET,Bronx,"760,762,763 FOX ST.ETC.","760,762,763 FOX ST.ETC.",0.00%,0,Executive Summary: Elevator Status and Advocacy Recommendations for 763 FOX STREET
2127130,626 BERGEN AVENUE,Bronx,LA CENTRAL SUPPORTIVE HOUSING DEVELOPMEN T,LA CENTRAL SUPPORTIVE HOUSING DEVELOPMEN T,0.00%,0,Critical Elevator Outage at 626 BERGEN AVENUE Requires Immediate Intervention
2090826,960 ST JOHN AVENUE,Bronx,GURU HOLDING LLC,GURU HOLDING LLC,0.00%,0,Executive Summary: Elevator Status and Advocacy Recommendations for 960 ST JOHN AVENUE
2005564,750 KELLY STREET,Bronx,750 KELLY HOLDINGS LLC,750 KELLY HOLDINGS LLC,0.00%,0,"Elevator Status at 750 KELLY STREET: Nominal Risk, Proactive Monitoring Advised"
2006625,671 MANIDA STREET,Bronx,PHOENIX ESTATES HDFC,PHOENIX ESTATES HDFC,0.00%,0,Executive Summary: Elevator Status and Advocacy for 671 Manida Street
2006381,883 LONGFELLOW AVENUE,Bronx,"ORTIZ, SANTIAGO","ORTIZ, SANTIAGO",0.00%,0,Executive Summary: Elevator Reliability Status at 883 Longfellow Avenue
2128727,2980 PARK AVENUE,Bronx,UNAVAILABLE OWNER,UNAVAILABLE OWNER,0.00%,0,Elevator Service Concern at 2980 Park Avenue Requires Immediate Attention
2128965,1001 WHITLOCK AVENUE,Bronx,"HP WHITLOCK HOUSING DEVELOPMENT FUND COM PANY, INC.","HP WHITLOCK HOUSING DEVELOPMENT FUND COM PANY, INC.",0.00%,0,Elevator Concerns at 1001 WHITLOCK AVENUE: Active Issue with High Risk Potential
2129345,925 HUNTS POINT AVENUE,Bronx,"BDG SUFKA, LLC","BDG SUFKA, LLC",0.00%,0,Elevator Maintenance Concerns Persist at 925 HUNTS POINT AVENUE Amidst Tenant Frustration
2091963,975 TINTON AVENUE,Bronx,NYC HOUSING AUTHORITY,NYC HOUSING AUTHORITY,0.00%,0,Elevator Status Report: 975 Tinton Avenue - Proactive Monitoring Recommended Amidst Dormant Sentiment
2005102,655 FOX STREET,Bronx,"SOUTHERN BLVD I HOUSING DEV. FUND COMPAN Y, INC.","SOUTHERN BLVD I HOUSING DEV. FUND COMPAN Y, INC.",0.00%,0,Elevator Reliability Crisis at 655 FOX STREET: Tenants Face Chronic Outages Despite Absence of Official Historical Complaints
